plant,planner,planner_arg,seed,rep,wall_s,return_sum,return_mean,steps_survived,survived,diverged,frac_diverged,plan_return_mean,optimism_gap,pred_err_1step,vel_err,yaw_rate_err,torque_rms
2.0,1.0,1.0,7,0,0.7612800598144531,10.619453430175781,0.8168810330904447,13.0,0.0,0.0,0.014543676380223284,-0.6004259859522184,-1.417307019042663,0.053436947210381426,0.15804936077732307,0.12983936486909023,28.561166092308518
0.5,0.5,match,8,0,0.5623891353607178,6.702237784862518,0.8377797231078148,8.0,0.0,0.0,0.031646091624030044,-0.40619271993637085,-1.2439724430441856,2.713784390704989e-05,0.13104352913796902,0.17727584345266223,28.205726600759327
0.5,1.0,1.0,8,0,0.6485095024108887,8.314604759216309,0.8314604759216309,10.0,0.0,0.0,0.011143644650777182,-0.23573981639411715,-1.067200292315748,0.07801599759194586,0.17813813909888268,0.39568299762904646,29.937407083705626
0.6,0.6,match,8,0,0.6460132598876953,7.501282334327698,0.8334758149252998,9.0,0.0,0.0,0.02473767101764679,-0.39909717813134193,-1.2325729930566416,5.3339721489464864e-05,0.16093707746929592,0.14427322149276733,28.657795916021225
0.6,1.0,1.0,8,0,0.5020506381988525,4.914026319980621,0.8190043866634369,6.0,0.0,0.0,0.006608099956065416,-0.07331350594758987,-0.8923178926110268,0.02961832657456398,0.16530244424939156,0.06145200816293558,33.34229957789001
0.7,0.7,match,8,0,0.7637972831726074,10.173352420330048,0.7825655707946191,13.0,0.0,0.0,0.014104437820302943,-0.3712124576171239,-1.153778028411743,2.75125975501093e-05,0.15429642509955627,0.18290268142636007,34.704584604360605
0.7,1.0,1.0,8,0,0.6116695404052734,7.615397691726685,0.8461552990807427,9.0,0.0,0.0,0.012024155264953151,-0.1466379975900054,-0.9927932966707481,0.03696842439239845,0.1444768694539865,0.14412066630191273,30.536224560398807
1.0,1.0,match,8,0,0.6808321475982666,8.401684522628784,0.8401684522628784,10.0,0.0,0.0,0.011826904619940452,-0.2246071779065662,-1.0647756301694447,2.3485961517306147e-05,0.17602073177695274,0.17745208702981471,34.93452332292234
1.0,1.0,1.0,8,0,1.2874460220336914,19.538188338279724,0.8140911807616552,24.0,0.0,0.0,0.08425955202066056,-0.8131402500945589,-1.6272314308562141,0.011008299423990495,0.14673411442587772,0.3522472348995507,25.452727337925932
1.4,1.4,match,8,0,1.6264355182647705,22.86934542655945,0.6726278066635132,34.0,0.0,0.0,0.02990224000214684,-0.7615981644414591,-1.4342259711049723,0.005479966371777581,0.2673034722204594,1.122191703056588,29.962161859222277
1.4,1.0,1.0,8,0,1.4396576881408691,19.321491360664368,0.66625832278153,29.0,0.0,0.0,0.011930904218128749,-1.2080983476979392,-1.8743566704794692,0.025712278916866387,0.3660560491141574,0.7862872740831869,27.667659430025644
2.0,2.0,match,8,0,1.7264068126678467,29.34890043735504,0.8385400124958583,35.0,0.0,0.0,0.00114259439321947,0.14342881936360807,-0.6951111931322502,0.0014661167993193992,0.19544056568826948,0.553421931660601,26.725362883880766
2.0,1.0,1.0,8,0,0.6199691295623779,7.701419711112976,0.8557133012347751,9.0,0.0,0.0,0.014610782265663147,-0.357743714004755,-1.21345701523953,0.052317392313852906,0.09936617066462834,0.14246140979230404,30.590460006704156
0.5,0.5,match,9,0,0.7642524242401123,9.987016260623932,0.8322513550519943,12.0,0.0,0.0,0.030480493198741566,-0.39180710911750793,-1.2240584641695023,3.492103959698315e-05,0.18419777570913234,0.45655063074082136,28.895776053227255
0.5,1.0,1.0,9,0,0.6253142356872559,7.548788070678711,0.8387542300754123,9.0,0.0,0.0,0.005301365257764701,-0.16804107557982206,-1.0067953056552343,0.047499052714556456,0.12702634226944712,0.20293772303395802,31.760985629068294
0.6,0.6,match,9,0,0.6109724044799805,7.551805853843689,0.8390895393159654,9.0,0.0,0.0,0.03685943485470489,-0.404401957988739,-1.2434914973047044,2.222402750362562e-05,0.14639192240105736,0.20130435129006705,24.969420893905774
0.6,1.0,1.0,9,0,0.4926269054412842,4.89924168586731,0.8165402809778849,6.0,0.0,0.0,0.007662272453308106,-0.10365537405014039,-0.9201956550280253,0.029955005459487438,0.1703211528559526,0.06210741827574869,32.94007576818501
0.7,0.7,match,9,0,0.6453208923339844,8.44356769323349,0.844356769323349,10.0,0.0,0.0,0.028805372460434835,-0.2941017515129513,-1.1384585208363003,0.028964569264088722,0.12499602325260639,0.45944618098437784,29.62713769853591
